id,last_scraped,description,neighborhood_overview,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
1.04E+18,28/09/2025,"*Monthly Stays*<br /><br />Experience your next high rise apartment retreat in Central Square, where sleek interiors harmonize with panoramic city skyline views through large windows. Immerse yourself in a fully equipped kitchen and King bed. Explore the building's shared gym, outdoor garden and business center. Enjoy the proximity to innovation hubs such as Harvard Square and Downtown Boston, creating a vibrant & comfortable urban retreat.<br /><br />✔ Gym 24/7<br />✔ Office/Work space<br />✔ Elevators and Parking<br />✔ Patio","Immerse yourself in the heart of Cambridge by staying in Central Square! Our apartment is perfectly situated to experience the best of this dynamic neighborhood. Stroll to a variety of restaurants offering cuisines from around the world, and browse through unique shops and local boutiques. You're also just a stone's throw away from live music venues and entertainment options. With excellent public transport links nearby, you can easily explore the wider Boston area. Central Square is a hub of activity, offering a blend of culture, dining, and convenience that will make your stay unforgettable.",463475392,09/06/2022,within an hour,100%,99%,t,East Cambridge,42.3659104,-71.07805198,Entire rental unit,Entire home/apt,7,2,2 baths,2,6,"[""Conditioner"", ""Pets allowed"", ""High chair"", ""Cleaning available during stay"", ""TV"", ""Coffee"", ""Paid parking on premises"", ""Outdoor dining area"", ""Heating"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Essentials"", ""Coffee maker: Keurig coffee machine"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Oven"", ""BBQ grill"", ""Body soap"", ""Hot water kettle"", ""Trash compactor"", ""Shared gym in building"", ""Outdoor playground"", ""Paid parking lot off premises"", ""Dishes and silverware"", ""Wine glasses"", ""Microwave"", ""Elevator"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Indoor fireplace: electric"", ""Hair dryer"", ""Iron"", ""Smart lock"", ""Free parking garage on premises"", ""Long term stays allowed"", ""Bidet"", ""Dedicated workspace"", ""Refrigerator"", ""Kitchen"", ""Outdoor kitchen"", ""Self check-in"", ""EV charger"", ""Children\u2019s books and toys"", ""Free washer \u2013 In unit"", ""Clothing storage"", ""Bosch stainless steel electric stove"", ""Exercise equipment"", ""Dishwasher"", ""Room-darkening shades"", ""Crib"", ""Freezer"", ""Mini golf"", ""Smoke alarm"", ""Shared hot tub"", ""Cleaning products"", ""Shower gel"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Backyard"", ""Free dryer \u2013 In unit"", ""Bathtub""]",$419.00,2,90,,t,33,4.76,4.79,4.91,4.64,4.85,4.88,4.52,,t,33,33,0,1.8
1.04E+18,28/09/2025,"Welcome to our charming apartment in the heart of Cambridge, Massachusetts!<br /><br />Situated in one of the most vibrant and historic neighborhoods, our apartment offers the perfect blend of convenience and culture. You'll be just steps away from world-renowned Harvard University, MIT, and a myriad of renowned restaurants, cafes, and cultural attractions.<br /><br />This tastefully furnished apartment is perfect for solo travelers, couples, or small groups. <br /><br />We look forward to hosting you!",,11850502,01/02/2014,N/A,N/A,100%,f,Mid-Cambridge,42.3721512,-71.1076692,Entire rental unit,Entire home/apt,3,,1 bath,1,,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Host greets you"", ""Outdoor dining area"", ""Dryer"", ""Hangers"", ""Heating"", ""Books and reading material"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Mini fridge"", ""Oven"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Baking sheet"", ""Iron"", ""Ethernet connection"", ""Refrigerator"", ""Rice maker"", ""Kitchen"", ""Game console"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Free parking on premises"", ""Cleaning products"", ""Shower gel"", ""Washer"", ""Bathtub""]",,3,365,,t,22,4.68,4.77,4.68,4.95,5,4.91,4.73,,t,1,1,0,1.07
1.04E+18,28/09/2025,It’s in heart of Cambridge . Near by MIT and Harvard . 1 mil far away to central square station . Clean and quite safe place<br /><br />-10 min far away by walking distance from union square station (green line ),,201911026,12/07/2018,within an hour,99%,99%,f,Wellington-Harrington,42.37241431,-71.09595758,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Hot water kettle"", ""Keypad"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Toaster"", ""Exterior security cameras on property"", ""Clothing storage"", ""Freezer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Cleaning products"", ""Shower gel"", ""Heating""]",$87.00,1,365,,t,102,4.59,4.77,4.7,4.92,4.93,4.75,4.61,,t,5,0,5,4.76
1.04E+18,28/09/2025,"-It’s hear of the Cambridge . Near by MIT and Harvard. Clean , quiet , safe and convenient. 1 mil far away from Central square station . 12 min far away by walking . High speed internet .<br />-10 min far away by walking distance from union square station (green line )",,201911026,12/07/2018,within an hour,99%,99%,f,Wellington-Harrington,42.37178649,-71.09765207,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Hot water kettle"", ""Keypad"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Toaster"", ""Exterior security cameras on property"", ""Clothing storage"", ""Freezer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Cleaning products"", ""Shower gel"", ""Heating""]",$76.00,1,365,,t,104,4.61,4.73,4.66,4.88,4.87,4.66,4.54,,t,5,0,5,4.95
1.04E+18,28/09/2025,"Enjoy your private fully furnished bedroom (full-size bed, desk, dresser, built-in closet) in our 3-bedroom apartment in lovely West Cambridge (Huron village) near Fresh Pond (are you a runner?)<br /><br />You will be sharing our nice eat-in-kitchen, living room, bathroom, and -- in the spring and summer -- two beautiful porches with me (Anne, 44) and my son (Temelko, 16). We have a lovely cat named Rin!<br /><br />We speak German, French, and, of course, English.<br /><br />We are looking forward to having you!",,486932623,08/11/2022,within a few hours,100%,52%,f,West Cambridge,42.38180734,-71.13543336,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""Gas  oven"", ""Basic  refrigerator"", ""Outdoor furniture"", ""Wifi"", ""Dining table"", ""Shared patio or balcony"", ""Hot water kettle"", ""Various  conditioner"", ""Dishes and silverware"", ""Wine glasses"", ""Cooking basics"", ""Various  shampoo"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Coffee maker: espresso machine, pour-over coffee"", ""Dedicated workspace"", ""Kitchen"", ""Toaster"", ""Dishwasher"", ""Freezer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Gas stove"", ""Shower gel"", ""Washer""]",$81.00,1,365,,t,14,5,5,5,4.93,5,5,4.93,C0462420491,f,1,0,1,0.93
1.04E+18,28/09/2025,"Show up and start living from day one in Cambridge with this pretty two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Central Square home. (ID #BOS818)","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District.",107434423,16/12/2016,within an hour,100%,96%,f,Cambridgeport,42.3649409,-71.103909,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Washer \u2013\u00a0In building"", ""Hangers"", ""Bathtub"", ""Lockbox"", ""Patio or balcony"", ""Essentials"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Dryer \u2013 In building"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$373.00,32,1125,,t,0,,,,,,,,,t,169,169,0,
1.04E+18,28/09/2025,"Show up and start living from day one in Cambridge with this cozy two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Central Square home. (ID #BOS819)","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District.",107434423,16/12/2016,within an hour,100%,96%,f,Cambridgeport,42.3649409,-71.103909,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Washer \u2013\u00a0In building"", ""Hangers"", ""Bathtub"", ""Lockbox"", ""Patio or balcony"", ""Essentials"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Dryer \u2013 In building"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$434.00,32,1125,,t,0,,,,,,,,,t,169,169,0,
1.04E+18,28/09/2025,"Discover the best of Cambridge, with this two bedroom apartment in Kendall Square with views over the city. It’ll be easy to simply show up and start living in this  furnished apartment with its fully equipped kitchen,  living room, and our dedicated, on-the-ground support. (ID #BOS974)","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street.",107434423,16/12/2016,within an hour,100%,96%,f,Area 2/MIT,42.362881,-71.08784,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Lockbox"", ""Essentials"", ""Wifi"", ""BBQ grill"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$672.00,32,1125,,t,0,,,,,,,,,t,169,169,0,
1.05E+18,28/09/2025,"Enjoy a stylish in-law suite with its own separate entrance in a family-friendly, centrally-located place. It is a short walk to the Red Line, Tufts University and plenty of bars, restaurants, shops and parks. We are also a short subway ride to Harvard and MIT. I live above and work from home, so I can easily arrange to give you a key. It's a very safe neighborhood and we are friendly people who can offer insights about the area. Kids are very much welcome!",,11982203,05/02/2014,N/A,N/A,N/A,f,North Cambridge,42.39580623,-71.13354346,Entire rental unit,Entire home/apt,3,,1 bath,1,,"[""TV"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""Fire extinguisher""]",,20,60,,t,1,5,5,5,5,5,5,4,C1305818656,f,1,1,0,0.05
1.05E+18,28/09/2025,WHAT'S INCLUDED: <br />✔  Locally-sourced art and furnishings <br />✔  Kinetic and three dimensional art installations. <br />✔   En-suite bathroom <br />✔  Full breakfast for a fee,▶ What's nearby <br />— Heart of Cambridge <br />— Harvard University - 29 min walk <br />— Harvard Square - 33 min walk <br />— Tufts University - 4 min drive <br />— Massachusetts Institute of Technology - 9 min drive <br />— Boston University - 7 min drive <br />— TD Garden - 11 min drive <br />— Encore Boston Harbor - 10 min drive <br />— Fenway Park - 9 min drive <br />— The Freedom Trail - 11 min drive,550984501,14/12/2023,N/A,N/A,100%,f,Cambridge Highlands,42.3897191,-71.1419211,Room in hotel,Private room,2,,1 private bath,1,,"[""TV with standard cable"", ""Air conditioning"", ""Host greets you"", ""Hangers"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Body soap"", ""Paid parking off premises"", ""Elevator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hair dryer"", ""Safe"", ""Dedicated workspace"", ""Ceiling fan"", ""Gym"", ""Private living room"", ""Smoke alarm"", ""Backyard"", ""Private entrance"", ""Heating""]",,1,365,,t,146,4.72,4.66,4.76,4.78,4.75,4.52,4.66,15110,t,2,0,2,7.09
1.05E+18,28/09/2025,WHAT'S INCLUDED: <br />✔  Locally-sourced art and furnishings <br />✔  Kinetic and three dimensional art installations. <br />✔   En-suite bathroom <br />✔  Full breakfast for a fee,▶ What's nearby <br />— Heart of Cambridge <br />— Harvard University - 29 min walk <br />— Harvard Square - 33 min walk <br />— Tufts University - 4 min drive <br />— Massachusetts Institute of Technology - 9 min drive <br />— Boston University - 7 min drive <br />— TD Garden - 11 min drive <br />— Encore Boston Harbor - 10 min drive <br />— Fenway Park - 9 min drive <br />— The Freedom Trail - 11 min drive,550984501,14/12/2023,N/A,N/A,100%,f,Cambridge Highlands,42.3876,-71.14283,Room in hotel,Private room,4,,1 bath,1,,"[""TV with standard cable"", ""Air conditioning"", ""Host greets you"", ""Hangers"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Body soap"", ""Paid parking off premises"", ""Elevator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hair dryer"", ""Safe"", ""Dedicated workspace"", ""Ceiling fan"", ""Gym"", ""Private living room"", ""Smoke alarm"", ""Backyard"", ""Private entrance"", ""Heating""]",,1,365,,t,89,4.64,4.67,4.78,4.8,4.72,4.51,4.62,15110,t,2,0,2,4.42
